treatment,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8
ETANOL,9.714747039827772,14.720129171151777,1.1571582346609257,39.96232508073197,0.2691065662002153,11.383207750269106,2.583423035522067,12.029063509149623,8.180839612486544
CBD 0.3uM,9.379374708352776,16.84554363042464,3.2664489034064395,36.02426504899673,0.2799813345776948,9.472701819878674,3.173121791880541,11.525898273448437,10.032664489034063
Control,8.793738489871087,14.065377532228359,3.1077348066298343,30.662983425414364,0.3453038674033149,9.55340699815838,4.6040515653775325,15.65377532228361,13.213627992633517
Total_Extract_CBD,9.21595598349381,15.612104539202202,0.41265474552957354,43.46629986244842,0.1375515818431912,8.665749656121045,1.8569463548830811,14.167812929848694,6.464924346629987
CBDV 30uM,8.25082508250825,13.2013201320132,1.3201320132013201,43.89438943894389,0.33003300330033003,12.541254125412541,4.62046204620462,8.91089108910891,6.9306930693069315
CBDV 3uM,9.306930693069306,19.405940594059405,0.39603960396039606,37.82178217821782,0.19801980198019803,11.485148514851486,6.138613861386139,8.91089108910891,6.336633663366337
CBDV 0.3uM,9.85576923076923,15.865384615384615,0.2403846153846154,44.95192307692308,0.0,11.538461538461538,1.4423076923076923,11.057692307692307,5.048076923076923
CBD 30uM,8.49056603773585,14.716981132075471,6.60377358490566,28.11320754716981,1.1320754716981132,8.679245283018867,4.716981132075472,11.132075471698114,16.41509433962264
CBD 3uM,7.8817733990147785,15.024630541871922,4.1871921182266005,24.055829228243024,0.41050903119868637,11.576354679802956,4.105090311986864,15.270935960591133,17.48768472906404
